Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Area,Combined_Price,Duration,International,Express Shipment,Installation Included,Fragile,Material,Transport,Month,Year,Week,Customer Information,Customer Location,distance_sum,Cost
0.22,3.0,2.0,23.0,3.32,23.36,6.0,26.68,0,Yes,No,Yes,No,Bronze,Waterways,6,2017,2,Working Class,GA,11558720.313558262,5.17042717524212
0.48,24.0,9.617647058823529,2436.0,5.74,10.08,230.8235294117647,15.82,-3,No,No,No,Yes,Clay,Airways,7,2017,4,Working Class,CA,11561349.20644174,5.370824057334785
0.38,5.0,3.0,21.0,4.38,17.55,15.0,21.93,1,Yes,Yes,No,No,Wood,Roadways,6,2017,4,Wealthy,PA,11562197.013558261,5.165814016734943
0.1,4.0,4.0,20.0,5.26,23.83,16.0,29.089999999999996,4,No,No,Yes,No,Wood,Roadways,9,2018,2,Working Class,KS,11564601.093558261,5.053119905702411
0.25,3.0,2.0,20.0,4.33,15.93,6.0,20.259999999999998,3,Yes,No,No,No,Brass,Airways,1,2017,1,Working Class,NY,11565519.833558261,5.047738382047758
0.41,3.0,3.0,21.0,3.01,17.6,9.0,20.61,-3,Yes,No,No,No,Wood,Waterways,7,2015,0,Working Class,FL,11565575.993558262,4.849918661054685
0.61,5.0,3.0,19.0,5.88,11.87,15.0,17.75,0,No,Yes,No,No,Wood,Roadways,4,2016,1,Working Class,WY,11567027.52644174,5.074360984976801
0.39,26.0,16.0,2439.0,3.85,18.79,416.0,22.64,0,Yes,No,No,No,Aluminium,Waterways,3,2015,1,Working Class,CA,11567178.13355826,5.41610040220442
0.89,9.0,4.0,2438.0,3.4,20.78,36.0,24.18,0,No,Yes,Yes,No,Stone,Airways,6,2019,3,Wealthy,WI,11567946.26644174,6.297090903558094
0.29,24.0,12.0,2443.0,5.18,15.8,288.0,20.98,4,No,No,Yes,Yes,Clay,Airways,6,2019,2,Wealthy,CO,11569543.13355826,5.709366852950102
0.4618504347826087,3.0,3.0,18.0,5.78,10.68,9.0,16.46,-4,Yes,No,No,No,Brass,Airways,3,2017,1,Working Class,NJ,11569985.578274783,5.3223756316411075
0.4618504347826087,4.0,4.0,19.0,3.4,21.23,16.0,24.63,0,Yes,No,Yes,No,Wood,Roadways,10,2017,6,Working Class,RI,11570549.538274784,5.367003524336484
0.01,3.0,2.0,18.0,6.2,13.4,6.0,19.6,0,No,Yes,Yes,Yes,Clay,Airways,11,2016,3,Wealthy,AP,11570789.813558262,4.871909481419947
0.91,3.0,3.0,18.0,6.11,14.73,9.0,20.84,0,No,Yes,No,No,Wood,Airways,7,2018,3,Wealthy,VA,11570799.646441739,6.017668212604618
0.69,6.0,5.0,18.0,4.63,21.12,30.0,25.75,-3,No,No,No,No,Wood,Waterways,6,2017,5,Working Class,NE,11571277.62644174,5.382060909980896
0.02,3.0,2.0,18.0,4.52,21.71,6.0,26.23,-2,Yes,Yes,No,No,Brass,Airways,8,2018,4,Working Class,LA,11571924.73355826,5.129543622299351
0.15,3.0,2.0,17.0,5.86,24.8,6.0,30.66,-3,No,Yes,Yes,No,Bronze,Roadways,5,2018,1,Wealthy,AL,11573468.49355826,5.170881643238353
0.14,4.0,3.0,17.0,6.04,13.85,12.0,19.89,0,No,No,Yes,No,Aluminium,Roadways,7,2019,1,Working Class,MS,11573491.73355826,4.8027087085869065
0.31,3.0,2.0,17.0,5.02,21.44,6.0,26.46,-2,No,Yes,No,Yes,Clay,Airways,8,2018,3,Wealthy,OR,11573693.27355826,5.176319209737187
0.23,7.0,5.0,17.0,4.7,19.67,35.0,24.37,2,Yes,Yes,No,No,Wood,Airways,3,2016,5,Working Class,CT,11574227.173558261,5.079912569581
0.18,3.0,3.0,18.0,3.25,24.54,9.0,27.79,-1,Yes,No,No,No,Aluminium,Waterways,4,2018,3,Working Class,KS,11574395.19355826,5.016948656152848
0.07,9.0,4.0,18.0,3.3,16.45,36.0,19.75,-2,No,No,Yes,No,Wood,Roadways,2,2017,1,Working Class,AA,11574524.03355826,4.695650539116466
0.76,14.0,7.0,2448.0,6.42,11.44,98.0,17.86,-2,No,No,No,No,Bronze,Airways,2,2017,5,Working Class,AR,11575169.986441739,5.924950743049642
0.4618504347826087,5.0,3.0,17.0,4.02,11.33,15.0,15.35,1,Yes,No,No,No,Wood,Waterways,7,2017,0,Working Class,NC,11575210.038274782,4.652816839455444
0.21,7.0,5.0,17.0,3.75,22.68,35.0,26.43,0,Yes,No,No,No,Wood,Roadways,12,2016,1,Working Class,OR,11576091.77355826,5.1556587328104575
0.56,3.0,2.0,16.0,6.04,23.14,6.0,29.18,4,No,Yes,Yes,Yes,Clay,Roadways,10,2017,5,Wealthy,NH,11576263.926441738,5.641552398120067
0.61,3.0,2.0,16.0,6.16,18.56,6.0,24.72,3,No,Yes,Yes,No,Brass,Airways,2,2019,5,Working Class,GA,11576349.06644174,5.647388474460037
0.5,3.0,2.0,16.0,5.06,11.35,6.0,16.41,3,No,Yes,Yes,Yes,Clay,Airways,12,2017,5,Wealthy,DE,11576677.846441738,5.190230916682979
0.55,32.0,9.617647058823529,2435.0,15.73,17.91,307.7647058823529,33.64,-1,No,No,Yes,No,Aluminium,Waterways,10,2018,5,Working Class,CO,11576775.78644174,5.843312506084124
0.47,21.766204081632655,9.617647058823529,16.0,4.72,18.75,209.33966866746698,23.47,4,Yes,No,Yes,No,Bronze,Roadways,7,2016,2,Wealthy,CA,11577085.92644174,5.523818137435924
0.4618504347826087,4.0,3.0,16.0,3.43,24.36,12.0,27.79,3,No,Yes,No,No,Aluminium,Airways,11,2018,5,Wealthy,ME,11579764.218274781,5.377082335183691
0.32,3.0,2.0,15.0,6.89,17.05,6.0,23.94,0,Yes,No,Yes,Yes,Brass,Airways,5,2017,5,Working Class,RI,11579941.73355826,5.150745002080901
0.4618504347826087,21.766204081632655,2.0,15.0,4.72,19.65,43.53240816326531,24.369999999999997,-2,No,No,No,Yes,Clay,Roadways,1,2017,5,Working Class,AL,11580203.558274783,4.833579846974801
0.4618504347826087,21.766204081632655,4.0,2455.0,5.21,24.23,87.06481632653062,29.44,-4,Yes,No,No,No,Stone,Waterways,3,2015,5,Working Class,MT,11582715.958274782,5.936849953834759
0.26,4.0,3.0,14.0,6.59,17.56,12.0,24.15,-2,No,Yes,No,No,Aluminium,Airways,12,2017,6,Wealthy,DC,11582861.49355826,5.063607178862362
0.13,5.0,3.0,14.0,6.13,13.22,15.0,19.35,1,No,No,Yes,No,Wood,Roadways,7,2018,0,Working Class,OH,11582891.013558261,4.742058438050213
0.24,3.0,3.0,14.0,4.93,15.72,9.0,20.65,-1,No,No,Yes,No,Aluminium,Airways,2,2019,0,Working Class,ND,11583263.71355826,4.882877677292668
0.1,3.0,2.0,14.0,4.22,10.44,6.0,14.66,0,Yes,No,Yes,No,Bronze,Waterways,3,2015,1,Working Class,ND,11584679.57355826,4.846546505563361
0.47,3.0,2.0,14.0,3.81,13.37,6.0,17.18,-1,No,No,Yes,No,Brass,Roadways,7,2018,1,Working Class,OH,11585046.646441739,4.824064723012886
0.29,3.0,2.0,13.0,5.99,21.75,6.0,27.740000000000002,0,No,Yes,Yes,No,Bronze,Airways,9,2018,3,Wealthy,TX,11585698.333558261,5.262171919911683
0.4,21.766204081632655,3.0,13.0,6.59,10.5,65.29861224489797,17.09,0,Yes,No,No,No,Wood,Waterways,3,2018,1,Wealthy,AL,11585843.55355826,4.979557338525394
0.57,4.0,4.0,13.0,6.58,14.92,16.0,21.5,-3,No,No,No,No,Wood,Roadways,3,2017,3,Working Class,FL,11585901.86644174,5.169062530690774
0.68,4.0,4.0,13.0,5.57,18.32,16.0,23.89,-3,Yes,Yes,Yes,No,Aluminium,Airways,6,2015,6,Wealthy,OH,11585905.72644174,5.560296941647445
0.38,3.0,2.0,13.0,6.72,23.81,6.0,30.529999999999998,0,Yes,No,Yes,Yes,Clay,Waterways,6,2019,1,Working Class,KS,11585969.73355826,5.301312875527835
0.93,3.0,2.0,13.0,6.75,11.49,6.0,18.240000000000002,1,No,Yes,Yes,No,Wood,Roadways,6,2016,0,Wealthy,WA,11586836.206441738,6.074034827008621
0.4618504347826087,3.0,2.0,13.0,3.9,22.18,6.0,26.08,1,No,No,Yes,No,Brass,Roadways,1,2019,5,Working Class,OR,11587971.178274782,5.284269150821977
0.4618504347826087,3.0,3.0,12.0,6.49,21.38,9.0,27.869999999999997,3,No,Yes,Yes,No,Brass,Roadways,7,2019,2,Wealthy,NM,11588899.718274783,5.16775299652692
0.71,3.0,2.0,12.0,5.1,23.47,6.0,28.57,0,No,Yes,No,Yes,Clay,Roadways,5,2015,4,Wealthy,NH,11589461.88644174,5.5555144579870985
0.94,21.766204081632655,2.0,12.0,5.8,13.0,43.53240816326531,18.8,2,Yes,No,Yes,No,Brass,Waterways,12,2016,6,Working Class,PA,11589635.46644174,5.686602405446348
0.45,3.0,2.0,13.0,3.02,22.39,6.0,25.41,-1,Yes,No,No,Yes,Clay,Roadways,11,2017,1,Working Class,NM,11590370.39355826,5.255931650051599
0.68,24.0,9.0,2462.0,7.14,22.22,216.0,29.36,1,Yes,No,No,Yes,Clay,Waterways,12,2016,3,Working Class,OK,11591307.686441738,6.446068964776439
0.4,3.0,2.0,11.0,6.7,12.93,6.0,19.63,0,No,Yes,Yes,No,Aluminium,Airways,2,2015,0,Working Class,KS,11592247.69355826,4.993760376871411
0.07,3.0,9.617647058823529,11.0,5.56,21.44,28.852941176470587,27.0,-4,Yes,No,Yes,Yes,Brass,Waterways,3,2018,4,Working Class,NE,11592566.073558262,4.913683768019805
0.84,3.0,3.0,11.0,4.62,22.87,9.0,27.490000000000002,1,No,No,No,No,Aluminium,Roadways,6,2019,0,Wealthy,SC,11593542.86644174,5.577841251298354
0.39,3.0,2.0,11.0,4.17,20.71,6.0,24.880000000000003,3,No,No,No,No,Wood,Roadways,2,2018,3,Working Class,NC,11593734.133558262,5.104004196901704
0.16,21.0,13.0,2461.0,3.18,12.81,273.0,15.99,2,No,Yes,No,Yes,Clay,Roadways,3,2019,5,Working Class,IN,11593756.11355826,5.198938922567758
0.4618504347826087,3.0,2.0,11.0,4.01,19.91,6.0,23.92,2,Yes,No,Yes,No,Aluminium,Airways,2,2016,0,Working Class,DE,11594037.658274783,5.13562195088926
0.24,3.0,2.0,10.0,6.11,15.7,6.0,21.81,-4,No,No,Yes,No,Brass,Waterways,6,2018,0,Wealthy,MA,11595270.593558261,5.056500549968206
0.4618504347826087,5.0,4.0,10.0,6.8,15.49,20.0,22.29,-3,Yes,No,No,No,Brass,Airways,9,2015,4,Wealthy,WI,11595490.758274782,4.993082134848667
0.82,4.0,4.0,10.0,5.08,18.37,16.0,23.450000000000003,2,No,Yes,Yes,No,Wood,Roadways,3,2017,6,Wealthy,AK,11596063.326441739,5.7648148564644845
0.84,4.0,3.0,10.0,4.66,15.71,12.0,20.37,0,No,No,Yes,No,Wood,Roadways,4,2016,5,Working Class,NH,11596652.666441739,5.323448907185641
0.92,3.0,2.0,11.0,3.29,21.03,6.0,24.32,0,No,No,No,No,Wood,Airways,5,2017,6,Wealthy,OH,11596701.90644174,5.342956068166417
0.4618504347826087,14.0,6.0,2462.0,10.88,21.47,84.0,32.35,-3,No,No,Yes,No,Bronze,Roadways,7,2019,4,Working Class,LA,11596925.818274781,5.424421243343763
0.53,3.0,2.0,10.0,3.91,24.45,6.0,28.36,-1,Yes,Yes,No,No,Aluminium,Airways,3,2015,3,Working Class,NV,11597478.206441738,5.222461714244501
0.55,5.0,9.617647058823529,10.0,3.44,24.81,48.088235294117645,28.25,2,No,Yes,No,No,Wood,Roadways,12,2018,2,Working Class,UT,11598669.486441739,5.311628380607709
0.14,34.0,16.0,2470.0,5.17,10.14,544.0,15.31,-1,No,Yes,Yes,No,Aluminium,Roadways,5,2015,4,Wealthy,DC,11599934.373558262,5.237664619336087
0.4618504347826087,17.0,10.0,2469.0,4.12,18.28,170.0,22.400000000000002,-1,Yes,Yes,No,No,Bronze,Roadways,7,2016,2,Working Class,MA,11599963.058274783,5.222030098375917
0.08,3.0,2.0,8.0,3.59,21.04,6.0,24.63,1,No,No,No,No,Bronze,Roadways,9,2017,5,Working Class,NY,11605139.29355826,5.013231919943522
0.33,3.0,9.617647058823529,6.0,5.99,20.42,28.852941176470587,26.410000000000004,-4,No,Yes,Yes,Yes,Clay,Roadways,1,2017,6,Working Class,ND,11607860.973558262,4.9915883811760215
0.4618504347826087,3.0,2.0,6.0,6.58,12.93,6.0,19.509999999999998,0,Yes,No,No,Yes,Clay,Waterways,2,2015,6,Wealthy,MD,11608023.378274783,5.228913696409157
0.55,3.0,2.0,5.0,6.19,23.19,6.0,29.380000000000003,2,Yes,Yes,Yes,No,Brass,Roadways,7,2017,5,Wealthy,TX,11611068.26644174,5.596048774852819
0.14,3.0,2.0,5.0,6.81,12.7,6.0,19.509999999999998,-2,No,No,Yes,Yes,Clay,Roadways,6,2015,4,Working Class,NJ,11611840.293558262,4.761062205945065
0.75,3.0,9.617647058823529,5.0,4.43,24.77,28.852941176470587,29.2,3,No,Yes,No,Yes,Brass,Airways,10,2017,5,Working Class,VT,11612715.26644174,5.469662232628359
0.4618504347826087,3.0,3.0,4.0,5.14,11.41,9.0,16.55,-1,Yes,Yes,No,No,Wood,Roadways,7,2016,5,Wealthy,IN,11614548.538274782,5.095405272138073
0.51,26.0,12.0,2485.0,8.12,22.11,312.0,30.229999999999997,4,No,Yes,No,Yes,Clay,Airways,6,2017,3,Wealthy,AP,11618272.80644174,6.491178666119254
0.39,3.0,2.0,4.0,3.13,14.53,6.0,17.66,0,No,No,Yes,No,Aluminium,Waterways,1,2015,0,Working Class,CO,11618648.97355826,4.8393723646590345
0.57,14.0,8.0,2470.0,18.1,11.23,112.0,29.330000000000002,-4,No,No,Yes,No,Bronze,Roadways,11,2017,1,Wealthy,MA,11621048.866441738,5.47533320621846
0.38,30.0,16.0,2490.0,5.6,15.92,480.0,21.52,3,Yes,No,No,No,Aluminium,Waterways,1,2015,1,Working Class,ND,11621808.03355826,5.437209365414655
0.17,3.0,9.617647058823529,3.0,3.08,12.67,28.852941176470587,15.75,-3,No,No,Yes,No,Wood,Roadways,11,2016,1,Working Class,WA,11622320.513558261,4.605270180988425
0.38,32.0,10.0,2493.0,5.56,12.45,320.0,18.009999999999998,-1,Yes,No,Yes,Yes,Clay,Waterways,3,2019,2,Working Class,KS,11625224.79355826,5.508213557776617
0.14,21.766204081632655,8.0,2496.0,6.83,15.86,174.12963265306124,22.689999999999998,-2,Yes,No,No,No,Bronze,Airways,4,2016,6,Working Class,ID,11629409.27355826,5.1065513509260825
0.14,16.0,7.0,2496.0,7.66,17.01,112.0,24.67,0,Yes,No,Yes,No,Bronze,Waterways,7,2019,0,Working Class,AA,11630480.27355826,5.229020877545381
0.94,32.0,12.0,2499.0,6.4,24.08,384.0,30.479999999999997,-3,No,No,Yes,No,Aluminium,Roadways,3,2018,2,Working Class,NM,11632972.76644174,7.262467297642978
0.84,6.0,4.0,2492.0,12.67,21.04,24.0,33.71,4,Yes,No,Yes,No,Stone,Waterways,1,2016,5,Working Class,SC,11634685.866441738,6.047868509754521
0.96,12.0,7.0,2483.0,19.4,13.15,84.0,32.55,-3,No,Yes,No,No,Brass,Roadways,10,2017,4,Wealthy,AK,11639592.826441739,6.255826814238146
0.77,37.0,6.0,2492.0,15.98,19.6,222.0,35.58,1,No,No,No,Yes,Clay,Roadways,5,2018,6,Working Class,MN,11641451.52644174,6.439845456192978
0.77,34.0,9.0,2511.0,12.32,11.44,306.0,23.759999999999998,-3,No,No,No,Yes,Clay,Roadways,9,2017,3,Working Class,AZ,11655553.886441741,5.893217559100934
0.63,21.766204081632655,15.0,2502.0,18.1,21.65,326.4930612244898,39.75,3,Yes,No,No,No,Aluminium,Waterways,10,2018,3,Working Class,LA,11657346.38644174,6.1572543713922165
0.48,29.0,7.0,2516.0,11.88,15.31,203.0,27.19,-3,Yes,No,No,Yes,Clay,Waterways,4,2015,3,Wealthy,OK,11660014.186441738,5.548336511867602
0.4618504347826087,33.0,17.0,2524.0,6.62,16.07,561.0,22.69,-4,Yes,Yes,No,No,Aluminium,Airways,9,2017,0,Wealthy,ME,11660903.158274783,5.9724601011802845
0.08,18.0,8.0,2531.0,5.31,12.03,144.0,17.34,4,Yes,Yes,Yes,No,Brass,Airways,3,2016,6,Wealthy,MO,11669502.71355826,5.454337726005947
0.1,36.0,10.0,2534.0,5.19,14.96,360.0,20.150000000000002,3,Yes,Yes,No,Yes,Clay,Airways,5,2018,4,Working Class,AP,11673015.013558261,5.45933016239574
0.69,15.0,6.0,2533.0,10.08,16.87,90.0,26.950000000000003,2,No,No,No,No,Brass,Roadways,2,2015,3,Working Class,NM,11676594.10644174,5.843660352339588
0.4618504347826087,12.0,6.0,2537.0,7.73,13.14,72.0,20.87,-3,No,Yes,No,No,Brass,Roadways,12,2016,3,Working Class,AP,11677275.098274782,6.526890096242187
0.81,19.0,7.0,2535.0,9.23,22.87,133.0,32.1,-4,No,Yes,Yes,No,Bronze,Airways,8,2016,0,Working Class,WV,11677756.986441739,7.487448166346739
0.25,6.0,5.0,2539.0,6.62,21.66,30.0,28.28,3,No,No,No,No,Marble,Roadways,6,2017,5,Working Class,OK,11678427.793558262,5.5549343779197855
0.5,33.0,15.0,2546.0,9.19,21.24,495.0,30.43,4,No,Yes,Yes,No,Aluminium,Airways,11,2018,1,Working Class,ID,11689983.02644174,6.582219025912698
0.06,28.0,15.0,2547.0,8.1,20.34,420.0,28.439999999999998,0,No,No,No,No,Aluminium,Roadways,12,2015,1,Working Class,MN,11690083.75355826,4.9811378233072325
0.88,6.0,4.0,2541.0,12.78,13.75,24.0,26.53,-2,No,Yes,Yes,No,Stone,Airways,11,2016,4,Working Class,AA,11691332.166441739,5.902906520126191
0.72,14.0,6.0,2550.0,6.67,15.96,84.0,22.630000000000003,0,No,Yes,Yes,No,Bronze,Airways,2,2017,5,Working Class,NC,11691461.406441739,6.285215665586144
0.34,15.0,7.0,2554.0,5.79,19.37,105.0,25.16,0,No,No,No,No,Bronze,Waterways,4,2019,6,Working Class,AP,11695589.093558263,5.312269580166041
0.76,5.0,4.0,2543.0,14.04,16.63,20.0,30.669999999999998,4,Yes,Yes,No,No,Stone,Airways,4,2019,0,Working Class,FL,11695911.78644174,6.050959118893622
0.29,43.0,13.0,2558.0,5.36,10.01,559.0,15.370000000000001,1,No,Yes,No,Yes,Clay,Airways,7,2018,0,Wealthy,WY,11700540.433558261,5.601528240617444
0.4618504347826087,23.0,11.0,2560.0,6.68,10.39,253.0,17.07,1,No,No,Yes,Yes,Clay,Roadways,1,2017,0,Working Class,KY,11702893.098274782,5.844703165712578
0.71,8.0,4.0,2573.0,7.49,20.45,32.0,27.939999999999998,2,No,No,No,No,Marble,Airways,11,2017,6,Working Class,WY,11719563.046441738,6.280938762711467
0.87,19.0,8.0,2559.0,16.9,15.37,152.0,32.269999999999996,0,No,Yes,No,No,Brass,Roadways,3,2019,0,Wealthy,IN,11721164.326441739,6.351723062378067
0.02,16.0,6.0,2579.0,6.52,13.95,96.0,20.47,2,Yes,No,Yes,No,Brass,Roadways,6,2016,3,Working Class,NH,11725989.95355826,5.356491930599109
0.38,26.0,18.0,2581.0,5.95,14.18,468.0,20.13,1,No,No,Yes,No,Aluminium,Airways,5,2015,2,Wealthy,CA,11727447.813558262,5.655642099328266
0.09,25.0,11.0,2584.0,9.16,24.14,275.0,33.3,3,No,Yes,No,Yes,Clay,Roadways,7,2019,3,Wealthy,ME,11735319.813558262,5.506225445219469
0.78,41.0,17.0,2588.0,3.47,21.52,697.0,24.99,2,No,No,No,No,Aluminium,Waterways,5,2019,6,Working Class,AP,11739696.58644174,6.657022110308558
0.68,12.0,8.0,2589.0,9.52,21.59,96.0,31.11,1,No,No,No,No,Brass,Roadways,4,2016,4,Working Class,OH,11741585.906441739,6.757931889580637
0.9,24.0,15.0,2585.0,13.42,16.23,360.0,29.65,0,No,Yes,Yes,No,Brass,Roadways,3,2019,0,Wealthy,UT,11744562.24644174,6.847442483542804
0.68,23.0,12.0,2578.0,21.41,23.34,276.0,44.75,-1,No,Yes,No,Yes,Clay,Roadways,11,2018,4,Wealthy,MA,11753775.90644174,6.465569130932835
0.08,49.0,9.617647058823529,2603.0,3.17,18.13,471.2647058823529,21.299999999999997,-1,No,Yes,Yes,No,Wood,Airways,12,2017,0,Wealthy,MO,11758639.19355826,5.324374900867326
0.59,22.0,11.0,2607.0,8.77,14.71,242.0,23.48,-2,No,Yes,No,Yes,Clay,Roadways,1,2019,4,Working Class,MT,11761820.846441738,6.297827294172935
0.79,14.0,7.0,2608.0,9.67,12.13,98.0,21.8,3,No,No,No,No,Bronze,Airways,1,2018,2,Working Class,NM,11764859.686441738,7.270980721482426
0.28,33.0,17.0,2601.0,14.49,11.88,561.0,26.37,2,No,No,No,No,Aluminium,Roadways,2,2017,6,Wealthy,PA,11765295.69355826,5.18526064425574
0.3,14.0,7.0,2613.0,5.69,14.47,98.0,20.16,0,Yes,No,No,No,Bronze,Airways,3,2017,4,Working Class,DE,11765940.513558261,5.285789215970766
0.06,19.0,8.0,2613.0,6.11,20.2,152.0,26.31,0,Yes,No,Yes,No,Brass,Roadways,2,2015,0,Working Class,SC,11766427.05355826,5.196450740144466
0.5,19.0,8.0,2607.0,14.02,21.08,152.0,35.099999999999994,-3,Yes,No,No,No,Brass,Waterways,10,2017,6,Working Class,VA,11771393.006441738,5.6536113574098374
0.15,12.0,7.0,2634.0,5.25,19.31,84.0,24.56,4,No,No,No,No,Brass,Roadways,5,2017,0,Working Class,MD,11791934.133558262,5.334601078625283
0.53,15.0,6.0,2636.0,6.18,24.54,90.0,30.72,-1,No,No,No,No,Brass,Airways,12,2015,5,Working Class,GA,11793763.96644174,5.849555300925289
0.55,14.0,7.0,2639.0,6.11,12.8,98.0,18.91,2,No,Yes,No,No,Bronze,Airways,3,2019,1,Working Class,KY,11797419.96644174,5.781360609301576
0.85,17.0,13.0,2649.0,3.98,17.71,221.0,21.69,4,No,No,No,Yes,Clay,Roadways,5,2017,4,Working Class,MD,11812411.96644174,6.322313861835356
0.23,18.0,6.0,2657.0,4.46,22.66,108.0,27.12,-4,No,No,Yes,No,Bronze,Roadways,6,2019,6,Wealthy,MA,11820849.13355826,5.467680322177599
0.11,13.0,7.0,2656.0,8.52,14.74,91.0,23.259999999999998,2,Yes,Yes,No,No,Brass,Airways,11,2017,5,Wealthy,MT,11821371.21355826,5.487655913249886
0.73,5.0,4.0,2625.0,26.18,16.33,20.0,42.51,4,No,Yes,No,No,Stone,Airways,1,2015,2,Wealthy,MT,11822460.80644174,6.069952200156723
0.58,32.0,18.0,2664.0,5.57,17.76,576.0,23.330000000000002,1,No,Yes,No,Yes,Clay,Roadways,2,2015,3,Working Class,DE,11828109.066441739,6.313131292780753
0.1,7.0,5.0,2666.0,5.12,14.13,35.0,19.25,0,Yes,Yes,No,No,Brass,Roadways,6,2019,4,Wealthy,MO,11831323.29355826,5.425962720383707
0.94,13.0,6.0,2662.0,13.06,17.94,78.0,31.0,0,No,No,No,No,Bronze,Roadways,7,2016,4,Working Class,PA,11837240.62644174,6.0783071598577285
0.33,12.0,7.0,2662.0,13.58,19.9,84.0,33.48,1,No,No,No,No,Brass,Roadways,11,2015,6,Working Class,ID,11837470.653558262,5.439209105245518
0.91,7.0,4.0,2655.0,17.33,10.03,28.0,27.36,-3,No,No,Yes,No,Marble,Roadways,9,2015,1,Working Class,NC,11837730.94644174,5.588109710809176
0.08,24.0,6.0,2674.0,4.89,10.68,144.0,15.57,3,No,Yes,Yes,No,Bronze,Airways,11,2016,1,Working Class,AE,11841552.89355826,5.231429421006405
0.51,6.0,4.0,2665.0,14.48,11.57,24.0,26.05,2,No,Yes,No,No,Stone,Roadways,4,2018,6,Wealthy,OR,11842989.146441739,5.698535399469211
0.06,12.0,7.0,2678.0,6.58,23.56,84.0,30.14,-2,No,No,No,No,Brass,Roadways,1,2015,6,Working Class,AK,11846151.333558261,5.109997857950446
0.65,21.766204081632655,13.0,2670.0,18.7,20.78,282.9606530612245,39.480000000000004,4,No,Yes,No,Yes,Clay,Roadways,7,2019,5,Working Class,VA,11858742.706441738,6.263569676470854
0.78,31.0,11.0,2690.0,6.26,24.74,341.0,31.0,-1,Yes,Yes,Yes,No,Aluminium,Airways,10,2015,4,Working Class,AP,11860754.38644174,7.012241412479275
0.79,15.0,9.617647058823529,2686.0,10.08,11.61,144.26470588235293,21.689999999999998,-3,Yes,No,Yes,No,Bronze,Waterways,12,2016,0,Working Class,HI,11861046.326441739,5.729255270629232
0.42,19.0,6.0,2689.0,11.58,14.4,114.0,25.98,3,No,No,Yes,No,Brass,Roadways,5,2019,5,Working Class,IN,11867004.29355826,5.55864108898653
0.33,31.0,6.0,2696.0,6.06,21.77,186.0,27.83,3,No,Yes,No,Yes,Clay,Roadways,1,2019,2,Wealthy,MO,11867829.07355826,5.901868013296226
0.57,13.0,6.0,2682.0,17.01,20.76,78.0,37.77,0,Yes,Yes,No,No,Brass,Airways,11,2018,0,Working Class,NM,11869664.92644174,5.960438168502859
0.54,37.0,13.0,2710.0,8.11,15.39,481.0,23.5,2,Yes,No,No,No,Aluminium,Roadways,9,2018,5,Working Class,OH,11887535.10644174,6.184643613902718
0.4618504347826087,6.0,5.0,2711.0,8.37,14.46,30.0,22.83,2,No,No,No,No,Brass,Roadways,3,2018,3,Working Class,ID,11889116.738274783,5.355736857415523
0.22,6.0,5.0,2708.0,10.79,11.24,30.0,22.03,-1,No,No,No,No,Marble,Roadways,10,2016,5,Working Class,IN,11889605.27355826,5.141312617737872
0.4618504347826087,14.0,7.0,2715.0,3.24,17.4,98.0,20.64,-2,No,No,No,No,Brass,Waterways,3,2016,3,Working Class,PA,11895734.838274784,5.902797254391816
0.32,11.0,9.617647058823529,2715.0,9.48,13.42,105.79411764705881,22.9,0,No,No,No,No,Brass,Roadways,6,2018,6,Working Class,NV,11896014.27355826,5.411913873130577
0.4618504347826087,30.0,9.0,2710.0,13.03,16.53,270.0,29.560000000000002,-3,No,Yes,No,Yes,Clay,Airways,8,2019,2,Wealthy,MD,11896114.818274783,5.986954391630096
0.33,15.0,8.0,2715.0,11.51,16.57,120.0,28.08,0,Yes,No,No,No,Bronze,Airways,4,2017,0,Wealthy,UT,11899574.45355826,5.469620105192861
0.62,31.0,7.0,2729.0,9.2,19.05,217.0,28.25,0,No,No,No,Yes,Clay,Roadways,4,2016,2,Working Class,NC,11913383.54644174,6.61765695641441
0.31,10.0,9.617647058823529,2733.0,5.68,11.46,96.17647058823529,17.14,1,No,No,Yes,No,Marble,Roadways,1,2019,6,Wealthy,IL,11914608.91355826,5.477509030333064
0.44,34.0,18.0,2735.0,4.89,12.61,612.0,17.5,-1,Yes,Yes,Yes,No,Aluminium,Airways,11,2016,3,Wealthy,NC,11917685.853558261,5.974699800775252
0.4618504347826087,21.766204081632655,8.0,2723.0,30.6,10.82,174.12963265306124,41.42,-2,No,No,Yes,No,Bronze,Roadways,4,2015,3,Working Class,NY,11955418.418274783,6.42884813078442
0.4618504347826087,7.0,4.0,2780.0,6.32,15.01,28.0,21.33,2,No,No,Yes,No,Stone,Roadways,6,2019,1,Working Class,MI,11974539.078274783,5.999631109774375
0.64,31.0,8.0,2778.0,8.46,11.79,248.0,20.25,-1,Yes,No,Yes,Yes,Clay,Waterways,3,2017,2,Working Class,AR,11974771.46644174,6.521224774487753
0.97,37.0,7.0,2794.0,8.64,21.43,259.0,30.07,1,Yes,No,No,Yes,Clay,Roadways,4,2019,4,Working Class,OK,11996394.906441739,7.9542879993180575
